0.023219952	0Hz	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	
0.026122445999999997	0Hz	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	
0.02902494	0Hz	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	
0.031927434	0Hz	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	
0.034829927999999996	0Hz	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	
0.037732422	0Hz	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	
0.04063491599999999	0Hz	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	
0.04353741	0Hz	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	
0.046439904	0Hz	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	
0.049342397999999996	0Hz	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	
0.052244892	0Hz	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	
0.05514738599999999	0Hz	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	
0.05804988	0Hz	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	
0.06095237399999999	0Hz	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	
0.063854868	0Hz	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	
0.066757362	0Hz	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	
0.06965985599999999	0Hz	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	
0.07256235	0Hz	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	0	(0, 0.0)	
