0.023219955,-220
0.026122449,-220
0.029024943,-220
0.031927438,-220
0.034829932,-220
0.037732426,-220
0.040634921,-220
0.043537415,-220
0.046439909,-220
0.049342404,-220
0.052244898,-220
0.055147392,-220
0.058049887,-220
0.060952381,-220
0.063854875,-220
0.066757370,-220
0.069659864,-220
0.072562358,-220
0.075464853,-220
0.078367347,-220
0.081269841,-220
0.084172336,-220
0.087074830,-220
0.089977324,-220
0.092879819,-220
0.095782313,-220
0.098684807,-220
0.101587302,-220
0.104489796,-220
0.107392290,-220
0.110294785,-220
0.113197279,-220
0.116099773,-220
0.119002268,-220
0.121904762,-220
0.124807256,-220
0.127709751,-220
0.130612245,-220
0.133514739,-220
0.136417234,-220
0.139319728,-220
0.142222222,-220
0.145124717,-220
0.148027211,-220
0.150929705,-220
0.153832200,-220
0.156734694,-220
0.159637188,-220
0.162539683,-220
0.165442177,-220
0.168344671,-220
0.171247166,-220
0.174149660,-220
0.177052154,-220
0.179954649,-220
0.182857143,-220
0.185759637,-220
0.188662132,-220
0.191564626,-220
0.194467120,-220
0.197369615,-220
0.200272109,-220
0.203174603,-220
0.206077098,-220
0.208979592,-220
0.211882086,-220
0.214784580,-220
0.217687075,-220
0.220589569,-220
0.223492063,-220
0.226394558,-220
0.229297052,-220
0.232199546,-220
0.235102041,-220
0.238004535,-220
0.240907029,-220
0.243809524,-220
0.246712018,-220
0.249614512,-220
0.252517007,-220
0.255419501,-220
0.258321995,-220
0.261224490,-220
0.264126984,-220
0.267029478,-220
0.269931973,-220
0.272834467,-220
0.275736961,-220
0.278639456,-220
0.281541950,-220
0.284444444,-220
0.287346939,-220
0.290249433,189.321
0.293151927,189.321
0.296054422,189.321
0.298956916,190.418
0.301859410,191.521
0.304761905,191.521
0.307664399,191.521
0.310566893,191.521
0.313469388,191.521
0.316371882,191.521
0.319274376,191.521
0.322176871,191.521
0.325079365,191.521
0.327981859,192.631
0.330884354,192.631
0.333786848,191.521
0.336689342,191.521
0.339591837,192.631
0.342494331,192.631
0.345396825,192.631
0.348299320,192.631
0.351201814,192.631
0.354104308,192.631
0.357006803,193.746
0.359909297,192.631
0.362811791,192.631
0.365714286,192.631
0.368616780,192.631
0.371519274,192.631
0.374421769,193.746
0.377324263,193.746
0.380226757,193.746
0.383129252,193.746
0.386031746,193.746
0.388934240,194.869
0.391836735,194.869
0.394739229,194.869
0.397641723,194.869
0.400544218,195.998
0.403446712,195.998
0.406349206,195.998
0.409251701,195.998
0.412154195,197.133
0.415056689,197.133
0.417959184,197.133
0.420861678,198.275
0.423764172,198.275
0.426666667,198.275
0.429569161,198.275
0.432471655,198.275
0.435374150,198.275
0.438276644,199.424
0.441179138,199.424
0.444081633,199.424
0.446984127,199.424
0.449886621,199.424
0.452789116,199.424
0.455691610,200.579
0.458594104,200.579
0.461496599,200.579
0.464399093,200.579
0.467301587,200.579
0.470204082,200.579
0.473106576,200.579
0.476009070,201.741
0.478911565,201.741
0.481814059,201.741
0.484716553,201.741
0.487619048,201.741
0.490521542,201.741
0.493424036,202.91
0.496326531,202.91
0.499229025,202.91
0.502131519,202.91
0.505034014,204.085
0.507936508,204.085
0.510839002,204.085
0.513741497,204.085
0.516643991,204.085
0.519546485,204.085
0.522448980,204.085
0.525351474,204.085
0.528253968,204.085
0.531156463,205.267
0.534058957,205.267
0.536961451,205.267
0.539863946,205.267
0.542766440,205.267
0.545668934,205.267
0.548571429,205.267
0.551473923,205.267
0.554376417,205.267
0.557278912,206.456
0.560181406,205.267
0.563083900,206.456
0.565986395,206.456
0.568888889,206.456
0.571791383,206.456
0.574693878,206.456
0.577596372,206.456
0.580498866,206.456
0.583401361,205.267
0.586303855,205.267
0.589206349,205.267
0.592108844,206.456
0.595011338,205.267
0.597913832,205.267
0.600816327,207.652
0.603718821,208.855
0.606621315,207.652
0.609523810,206.456
0.612426304,206.456
0.615328798,206.456
0.618231293,206.456
0.621133787,206.456
0.624036281,207.652
0.626938776,207.652
0.629841270,206.456
0.632743764,206.456
0.635646259,206.456
0.638548753,206.456
0.641451247,206.456
0.644353741,206.456
0.647256236,205.267
0.650158730,205.267
0.653061224,205.267
0.655963719,204.085
0.658866213,204.085
0.661768707,204.085
0.664671202,204.085
0.667573696,204.085
0.670476190,205.267
0.673378685,205.267
0.676281179,206.456
0.679183673,206.456
0.682086168,206.456
0.684988662,206.456
0.687891156,207.652
0.690793651,207.652
0.693696145,207.652
0.696598639,206.456
0.699501134,205.267
0.702403628,205.267
0.705306122,205.267
0.708208617,206.456
0.711111111,205.267
0.714013605,205.267
0.716916100,208.855
0.719818594,207.652
0.722721088,207.652
0.725623583,207.652
0.728526077,207.652
0.731428571,206.456
0.734331066,206.456
0.737233560,206.456
